"","Date","Time","Location","Operator","Flight #","Route","Type","Registration","Aboard","Fatalities","Ground","Summary","Manufacturer","SurvivorToFatalitiesRatio","DeathRatePercentage"
"131","12/28/1927","Unknown time","Spain","Aeropostale","Unknown Flight #","Unknown Route","Breguet 14","F-AFGS",1.00,1.00,0.00,"No information on how the accident occured","Breguet",1.00,100
"132","12/31/1927","Unknown time","France","Latecoere Airlines","Unknown Flight #","Unknown Route","Lat<e9>co<e8>re 23","Unknown Registration",4.00,4.00,0.00,"No information on how the accident occured","Lat",1.00,100
"133","01/08/1928","Unknown time","New York","Colonial Western Airlines","Unknown Flight #","Minola - Albany - Buffalo","Fairchild FC-2","Unknown Registration",3.00,3.00,0.00,"Became lost in dense fog and flew into the ground in the Mohawk Valley while proceeding to Buffalo..","Fairchild",1.00,100
"134","01/16/1928","Unknown time","Uruguay","Aeropostale","Unknown Flight #","Unknown Route","Latecoere 25","Unknown Registration",2.00,2.00,0.00,"No information on how the accident occured","Latecoere",1.00,100
"135","01/22/1928","Unknown time","Spain","Aeropostale","Unknown Flight #","Unknown Route","Breguet 14","F-AHEQ",2.00,2.00,0.00,"No information on how the accident occured","Breguet",1.00,100
"136","01/22/1928","Unknown time","France","Aeropostale","Unknown Flight #","Unknown Route","Breguet 14","Unknown Registration",2.00,1.00,0.00,"No information on how the accident occured","Breguet",0.50,50
"137","01/27/1928","Unknown time","Spain","Aeropostale","Unknown Flight #","Unknown Route","Breguet 14","F-AEEH",1.00,1.00,0.00,"No information on how the accident occured","Breguet",1.00,100
"138","02/26/1928","Unknown time","Nebraska","Boeing Air Transport","Unknown Flight #","Unknown Route","Boeing 40","NC280",2.00,1.00,0.00,"The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.","Boeing",0.50,50
"139","03/03/1928","Unknown time","Brazil","Unknown Operator","Unknown Flight #","Unknown Route","Unknown Type","Unknown Registration",10.00,10.00,0.00,"No information on how the accident occured","Unknown",1.00,100
"140","03/11/1928","Unknown time","France","Air Union","Unknown Flight #","Unknown Route","Farman F-60 Goliath","F-AEFC",2.00,2.00,0.00,"No information on how the accident occured","Farman",1.00,100
"141","04/17/1928","Unknown time","Wyoming","Boeing Air Transport","Unknown Flight #","Unknown Route","Boeing 40","Unknown Registration",2.00,1.00,0.00,"No information on how the accident occured","Boeing",0.50,50
"142","04/19/1928","Unknown time","Spain","Iberia Airlines","Unknown Flight #","Unknown Route","Rohrbach Roland","M-CCCC",9.00,9.00,0.00,"Crashed in fog.","Rohrbach",1.00,100
"143","05/07/1928","Unknown time","Unknown Location","Aeropostale","Unknown Flight #","Unknown Route","Latecoere 26","F-AIMQ",1.00,1.00,0.00,"No information on how the accident occured","Latecoere",1.00,100
"144","05/12/1928","Unknown time","Minnesota","Ford Air Freight Inc.","Unknown Flight #","Unknown Route","Ford 4","NC1492",2.00,2.00,0.00,"No information on how the accident occured","Ford",1.00,100
"145","05/26/1928","Unknown time","Germany","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Junkers F-13","D-583",5.00,3.00,0.00,"Pilot error.","Junkers",0.60,60
"146","06/14/1928","Unknown time","Germany","Deutsche Lufthansa","Unknown Flight #","Unknown Route","AEGK","D-74",5.00,5.00,0.00,"No information on how the accident occured","AEGK",1.00,100
"147","06/22/1928","Unknown time","Kansas","National Air Transport","Unknown Flight #","Chicago - Dallas","Douglas M-4","Unknown Registration",1.00,1.00,0.00,"The mail plane flew into tornado like winds and crashed to the ground.","Douglas",1.00,100
"148","07/10/1928","Unknown time","Over the Gulf of Finland","Aero O-Y","Unknown Flight #","Unknown Route","Junkers F-13","K-SALB",6.00,6.00,0.00,"No information on how the accident occured","Junkers",1.00,100
"149","07/13/1928","Unknown time","England","Imperial Airways","Unknown Flight #","Testing","Vickers 74 Vulcan","G-EBLB",4.00,4.00,0.00,"Crashed to the ground shortly after taking off killing two men and two women.","Vickers",1.00,100
"150","07/24/1928","Unknown time","Netherlands","KLM Royal Dutch Airlines","Unknown Flight #","Unknown Route","Fokker (KLM) F.III","H-NABR",1.00,1.00,0.00,"The plane crashed into the Waalhaven harbor.","Fokker",1.00,100
"151","08/25/1928","Unknown time","Canada","British Columbia Airways","Unknown Flight #","Victoria - Seattle","Ford 4-AT-B Tri Motor","G-CATX",7.00,7.00,0.00,"Crashed into Puget Sound in dense fog.  Considered the first Canadian air disaster.","Ford",1.00,100
"152","09/02/1928","Unknown time","France","CIDNA","Unknown Flight #","Unknown Route","Bleriot Spad 56","Unknown Registration",3.00,3.00,0.00,"No information on how the accident occured","Bleriot",1.00,100
"153","09/04/1928","Unknown time","Australia","Qantas","Unknown Flight #","Unknown Route","de Havilland DH.50J","G-AUHI",2.00,1.00,0.00,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft crashed and caught fire.","de",0.50,50
"154","09/04/1928","Unknown time","Idaho","National Parks Airways","Unknown Flight #","Unknown Route","Fokker Super Universal","NC7242",7.00,7.00,0.00,"No information on how the accident occured","Fokker",1.00,100
"155","09/06/1928","Unknown time","Germany","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Fokker FG III","D-180",3.00,3.00,0.00,"Engine failure.","Fokker",1.00,100
"156","10/04/1928","Unknown time","Spain","Aeropostale","Unknown Flight #","Unknown Route","Breguet 14","Unknown Registration",3.00,3.00,0.00,"No information on how the accident occured","Breguet",1.00,100
"157","10/18/1928","Unknown time","Pennsylvania","National Air Transport","Unknown Flight #","Unknown Route","Douglas M-4","Unknown Registration",1.00,1.00,0.00,"The mail plane crashed and burned during the night.","Douglas",1.00,100
"158","10/31/1928","Unknown time","France","Air Union","Unknown Flight #","Unknown Route","Bleriot Spad 56","F-AIMN",2.00,1.00,0.00,"No information on how the accident occured","Bleriot",0.50,50
"159","11/15/1928","Unknown time","Off Gibraltar","Aeropostale","Unknown Flight #","Unknown Route","Latecoere 32","F-AISN",2.00,1.00,0.00,"No information on how the accident occured","Latecoere",0.50,50
"160","11/24/1928","Unknown time","Ohio","Universal Airlines","Unknown Flight #","Cleveland - Chicago","Hamilton H-47","Unknown Registration",3.00,3.00,0.00,"The mail plane crashed in a heavy snow storm.","Hamilton",1.00,100
"161","11/25/1928","Unknown time","Ohio","National Air Transport","Unknown Flight #","Unknown Route","Douglas M-4","Unknown Registration",1.00,1.00,0.00,"The mail plane crashed in a snow storm.","Douglas",1.00,100
"162","11/25/1928","Unknown time","Ohio","Continental Air Lines","Unknown Flight #","Cleveland - Louisville","Travel Air 4000","Unknown Registration",3.00,3.00,0.00,"The mail plane crashed in a heavy snow storm","Travel",1.00,100
"163","12/01/1928","10:00","Texas","Sunbeam Air Transport Co.","Unknown Flight #","San Antonio - Amarillo - Tulsa - Denver","Ford 4-AT-B Tri Motor","NC7862",5.00,5.00,0.00,"The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed.","Ford",1.00,100
"164","12/03/1928","08:00","Brazil","Syndicato Condor","Unknown Flight #","Unknown Route","Dornier Wal","P-BACA",14.00,14.00,0.00,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastilimits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.","Dornier",1.00,100
"165","12/04/1928","Unknown time","Brazil","Unknown Operator","Unknown Flight #","Unknown Route","Junkers G24","Unknown Registration",6.00,6.00,0.00,"The aircraft's wingtip struck the water and crashed into Rio de Janeiro Bay.","Junkers",1.00,100
"166","12/11/1928","Unknown time","Germany","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Junkers G-31","D-1473",4.00,3.00,0.00,"Weather related.","Junkers",0.75,75
"167","12/20/1928","Unknown time","Ohio","National Air Transport","Unknown Flight #","Cleveland - Chicago","Douglas M-4","Unknown Registration",1.00,1.00,0.00,"The mail plane crashed into an apple tree during a snow storm.","Douglas",1.00,100
"168","12/23/1928","Unknown time","Tennessee","Interstate Airlines","Unknown Flight #","Unknown Route","Fairchild FC-2","Unknown Registration",4.00,4.00,0.00,"Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up enough.","Fairchild",1.00,100
"169","12/31/1928","Unknown time","France","CIDNA","Unknown Flight #","Unknown Route","Bl<e9>riot Spad 66","F-AEHX",3.00,2.00,0.00,"Crashed into high ground in fog.","Bl",0.67,67
"170","01/05/1929","Unknown time","Connecticut","Colonial Air Transport","Unknown Flight #","Unknown Route","Fairchild FC-2","Unknown Registration",1.00,1.00,0.00,"No information on how the accident occured","Fairchild",1.00,100
"171","01/18/1929","Unknown time","Oregon","Varney Air Lines","Unknown Flight #","Unknown Route","Stearman C-38","Unknown Registration",1.00,1.00,0.00,"While attempting to make an emergency landing on the Minam river the plane hit a bolder","Stearman",1.00,100
"172","01/25/1929","Unknown time","Greece","Aeroespresso","Unknown Flight #","Unknown Route","CMASA Wal","I-AZDA",9.00,2.00,0.00,"No information on how the accident occured","CMASA",0.22,22
"173","01/31/1929","Unknown time","West Virginia","Skyline Transportation Company","Unknown Flight #","Unknown Route","Travel Air 4000","Unknown Registration",1.00,1.00,0.00,"No information on how the accident occured","Travel",1.00,100
"174","01/31/1929","Unknown time","Off Morocco","Aeropostale","Unknown Flight #","Unknown Route","Latecoere 26","Unknown Registration",2.00,2.00,0.00,"No information on how the accident occured","Latecoere",1.00,100
"175","03/17/1929","Unknown time","New Jersey","Colonial Western Airlines","Unknown Flight #","Sightseeing","Ford 5-AT-B Tri Motor","NC7683",15.00,14.00,0.00,"The plane was making the last of a number of sightseeing flights when one of it's three engines failed. The Plane went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure.","Ford",0.93,93
"176","03/30/1929","09:18","California","New Standard Airlines","Unknown Flight #","Los Angeles - Phoenix - El Paso","Fokker F-VIIA","NC7888",4.00,4.00,0.00,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred.","Fokker",1.00,100
"177","04/21/1929","Unknown time","California","Maddux Airlines / Military - U.S.Army Air Force","Unknown Flight #","San Diego - Phoenix","Ford 5-AT-B Tri-Motor / B-PW-9D","NC9636 / 28-037",6.00,6.00,0.00,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent.","Ford",1.00,100
"178","05/18/1929","Unknown time","Hungary","MALERT","Unknown Flight #","Unknown Route","Fokker F-III","H-MABC",2.00,2.00,0.00,"No information on how the accident occured","Fokker",1.00,100
"179","05/22/1929","Unknown time","Algiers","Aeropostale","Unknown Flight #","Unknown Route","Cams 53","F-AISX",5.00,4.00,0.00,"No information on how the accident occured","Cams",0.80,80
"180","06/10/1929","Unknown time","Cuba","Pan American Airways","Unknown Flight #","Santiago de Cuba - Havana","Fokker F-X","NC9700",5.00,2.00,0.00,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed.","Fokker",0.40,40
"181","06/14/1929","Unknown time","Spain","Aeropostale","Unknown Flight #","Unknown Route","Breguet 14","F-AFEJ",2.00,1.00,0.00,"No information on how the accident occured","Breguet",0.50,50
"182","06/17/1929","Unknown time","England","Imperial Airways","Unknown Flight #","Unknown Route","Handley Page W-10","G-EBMT",13.00,7.00,0.00,"The plane was over the English Channel when an engine failed. The pilot tried to return to the airport but the plane ditched into the English Channel. The plane was named 'City of Ottawa.'","Handley",0.54,54
"183","06/24/1929","Unknown time","Minnesota","Northwest Orient Airlines","Unknown Flight #","St. Paul - Minneapolis","Ford 5-AT-B Tri-Motor","NC7416",8.00,1.00,0.00,"Crashed near Indian Mounds park shortly after taking off. Triple engine failure.","Ford",0.12,12
"184","06/29/1929","Unknown time","Switzerland","Aero Lloyd","Unknown Flight #","Unknown Route","Domier Delphin III","D-1620",5.00,5.00,0.00,"The aircraft crashed into lake Constance while attempting to landing.","Domier",1.00,100
"185","06/29/1929","Unknown time","Ohio","Continental Air Lines","Unknown Flight #","Unknown Route","Travel Air 4000","Unknown Registration",1.00,1.00,0.00,"No information on how the accident occured","Travel",1.00,100
"186","08/11/1929","Unknown time","New Mexico","Middle States Airlines","Unknown Flight #","Unknown Route","Lockheed Vega","NC870E",4.00,4.00,0.00,"No information on how the accident occured","Lockheed",1.00,100
"187","08/13/1929","Unknown time","France","Aeropostale","Unknown Flight #","Unknown Route","Breguet 14","Unknown Registration",1.00,1.00,0.00,"No information on how the accident occured","Breguet",1.00,100
"188","08/24/1929","Unknown time","Russia","Ukvozduchput","Unknown Flight #","Unknown Route","Kalinin K-4","CCCP-217",1.00,1.00,0.00,"No information on how the accident occured","Kalinin",1.00,100
"189","08/24/1929","Unknown time","Germany","Deutsche Lufthansa","Unknown Flight #","Unknown Route","Fokker FG II","D-757",5.00,4.00,0.00,"Weather related.","Fokker",0.80,80
